iter	Passed	Remaining
606	29812	43859
607	29863	43812
608	29908	43757
609	29961	43714
610	30012	43667
611	30062	43620
612	30106	43562
613	30156	43515
614	30213	43477
615	30264	43431
616	30314	43383
617	30360	43329
618	30413	43286
619	30502	43294
620	30558	43254
621	30603	43199
622	30655	43153
623	30707	43108
624	30756	43059
625	30805	43009
626	30855	42960
627	30900	42905
628	30947	42854
629	30991	42798
630	31042	42750
631	31088	42697
632	31136	42646
633	31187	42600
634	31233	42546
635	31284	42499
636	31329	42444
637	31380	42398
638	31428	42347
639	31478	42298
640	31530	42253
641	31578	42203
642	31633	42161
643	31684	42114
644	31730	42061
645	31776	42007
646	31827	41961
647	31877	41913
648	31926	41863
649	31980	41821
650	32034	41777
651	32085	41730
652	32136	41684
653	32185	41634
654	32235	41586
655	32287	41540
656	32334	41488
657	32385	41441
658	32430	41387
659	32481	41339
660	32534	41295
661	32585	41248
662	32636	41201
663	32680	41146
664	32725	41090
665	32775	41043
666	32825	40995
667	32869	40938
668	32919	40890
669	32968	40841
670	33014	40788
671	33066	40742
672	33118	40696
673	33169	40649
674	33219	40601
675	33263	40546
676	33310	40494
677	33361	40447
678	33415	40404
679	33467	40357
680	33516	40308
681	33565	40258
682	33617	40213
683	33671	40169
684	33720	40120
685	33764	40064
686	33816	40019
687	33861	39964
688	33917	39922
689	33976	39886
690	34030	39842
691	34080	39793
692	34130	39744
693	34180	39697
694	34231	39648
695	34283	39602
696	34326	39546
697	34376	39497
698	34425	39448
699	34469	39393
700	34520	39346
701	34573	39301
702	34619	39248
703	34671	39202
704	34719	39151
705	34765	39098
706	34815	39050
707	34867	39003
708	34913	38950
709	34963	38903
710	35011	38852
711	35062	38805
712	35114	38759
713	35165	38711
714	35210	38657
715	35259	38607
716	35305	38555
717	35356	38507
718	35404	38457
719	35454	38408
720	35506	38362
721	35558	38316
722	35610	38270
723	35657	38218
724	35704	38167
725	35755	38119
726	35807	38073
727	35856	38023
728	35898	37966
729	35950	37919
730	36001	37873
731	36056	37829
732	36100	37774
733	36152	37728
734	36205	37683
